"FamilyName","GivenName","Prefix","Gender","Age","Class","Joined","url","Price","Survived"
"MINKOFF","Lazar","Mr","Male","21","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/lazar-minkoff.html","7.90",0
"MINTRAM","William","Mr","Male","46","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-mintram.html","NA",0
"MISH'ALĀNĪ","Ibrāhīm Mansūr","Mr","Male","53","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/abraham-mansoor-mishellany.html","NA",0
"MITCHELL","Henry Michael","Mr","Male","71","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/henry-michael-mitchell.html","10.50",0
"MITCHELL","Lorenzo Horace","Mr","Male","19","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/lawrence-mitchell.html","NA",0
"MITKOFF","Mito","Mr","Male","23","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/mito-mitkoff.html","7.90",0
"MOEN","Sigurd Hansen","Mr","Male","27","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/sigurd-hansen-moen.html","7.65",0
"MOLSON","Harry Markland","Mr","Male","55","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/harry-molson.html","30.50",0
"MONRÓS","Joan Javier","Sr.",NA,"20","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/jean-javier-mouros.html","NA",0
"MONTEVERDI","Giovanni","Sig.",NA,"23","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/giovanni-monteverdi.html","NA",0
"MONTVILA","Juozas","Fr",NA,"27","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/juozas-montvila.html","13.00",0
"MOODY","James Paul","Mr","Male","24","Deck Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/james-paul-moody.html","NA",0
"MOORE","Clarence","Mr","Male","47","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/clarence-moore.html","42.40",0
"MOORE","Leonard Charles","Mr","Male","19","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/leonard-charles-moore.html","8.05",0
"MOORE","Ralph","Mr","Male","22","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ralph-moore.html","NA",0
"MOORE","Alfred Ernest","Mr","Male","38","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/alfred-ernest-moore.html","NA",0
"MOORES","Richard Henry","Mr","Male","44","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/richard-henry-moores.html","NA",0
"MORAN","Daniel J.","Mr","Male","28","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/daniel-james-moran.html","24.15",0
"MORAWECK","Ernest","Dr","Male","54","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ernest-moraweck.html","14.00",0
"MORGAN","Arthur Herbert","Mr","Male","27","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/arthur-herbert-morgan.html","NA",0
"MORGAN","Thomas A.","Mr","Male","26","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/thomas-morgan.html","NA",0
"MORGAN (BIRD)","Charles Frederick","Mr","Male","44","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/charles-frederick-morgan-bird.html","NA",0
"MORLEY","Henry Samuel","Mr","Male","38","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/henry-samuel-morley.html","26.00",0
"MORLEY","William","Mr","Male","34","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-morley.html","8.05",0
"MORRIS","William Edward","Mr","Male","23","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-edward-morris.html","NA",0
"MORROW","Thomas Rowan","Mr","Male","31","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/thomas-rowan-morrow.html","7.75",0
"MOSS","William","Mr","Male","35","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/william-moss.html","NA",0
"MOUTAL","Rahamin Haim","Mr","Male","28","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/rahamin-haim-moutal.html","8.05",0
"MOYES","William Young","Mr","Male","24","Engineering Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/william-young-moyes.html","NA",0
"MUDD","Thomas Cupper","Mr","Male","16","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/thomas-cupper-mudd.html","10.50",0
"MÜLLER","Ludwig","Mr","Male","37","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/l-muller.html","NA",0
"MULLIN","Mary","Miss","Female","18","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/mary-lennon-mullin.html","15.50",0
"MULLIN","Thomas","Mr","Male","20","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/thomas-mullin.html","NA",0
"MURDLIN","Joseph","Mr","Male","22","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/joseph-murdlin.html","8.05",0
"MURDOCH","William McMaster","Mr","Male","39","Deck Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/william-mcmaster-murdoch.html","NA",0
"MYHRMAN","Pehr Fabian Oliver Malkolm","Mr","Male","18","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/pehr-fabian-oliver-malkolm-myhrman.html","7.75",0
"MYLES","Thomas Francis","Mr","Male","63","2nd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/thomas-francis-myles.html","9.69",0
"NAIDENOFF","Penko","Mr","Male","22","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/penko-naidenoff.html","7.90",0
"NAKHLI","Toufik","Mr","Male","17","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/toufik-nakhli.html","7.23",0
"NANCARROW","William Henry","Mr","Male","36","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-henry-nancarrow.html","8.05",0
"NANKOFF","Minko","Mr","Male","32","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/minko-nankoff.html","7.90",0
"NANNINI","Francesco Luigi Arcangelo","Sig.",NA,"42","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/francesco-luigi-arcangelo-nannini.html","NA",0
"NASR 'ALMĀ","Mustafà","Mr","Male","20","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/mustafa-nasr-alma.html","7.23",0
"NAṢR ALLĀH","Niqūlā Khalīl","Mr","Male","29","2nd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/nicholas-nasser.html","30.07",0
"NASR-RIZQ","Su'ādah Ḥannā","Mr","Male","20","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/saade-nassr-rizq.html","7.23",0
"NATSCH","Charles","Mr","Male","36","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/charles-natsch.html","29.70",0
"NAUGHTON","Hannah","Miss","Female","21","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/hannah-naughton.html","7.75",0
"NAVRATIL","Michel","Mr","Male","31","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/michel-navratil.html","26.00",0
"NENKOV","Hristo","Mr","Male","22","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/christo-nenkoff.html","7.90",0
"NESSON","Israel","Mr","Male","26","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/israel-nesson.html","13.00",0
"NETTLETON","George Walter","Mr","Male","30","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/george-nettleton.html","NA",0
"NEWELL","Arthur Webster","Mr","Male","58","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/arthur-webster-newell.html","113.28",0
"NEWMAN","Charles Thomas","Mr","Male","32","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/charles-thomas-newman.html","NA",0
"NICHOLLS","Joseph Charles","Mr","Male","19","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/joseph-charles-nicholls.html","36.75",0
"NICHOLLS","Sidney","Mr","Male","39","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/sidney-nicholls.html","NA",0
"NICHOLS","Albert William Stanley","Mr","Male","47","Deck Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/alfred-nichols.html","NA",0
"NICHOLS","Arthur","Mr","Male","45","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/arthur-nichols.html","NA",0
"NICHOLSON","Arthur Ernest","Mr","Male","59","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/arthur-ernest-nicholson.html","26.00",0
"NIEMINEN","Manta Josefina","Miss","Female","29","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/manta-josefina-nieminen.html","7.93",0
"NIKLASSON","Samuel","Mr","Male","28","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/samuel-niklasson.html","8.05",0
"NILSSON","August Ferdinand","Mr","Male","21","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/august-ferdinand-nilsson.html","7.85",0
"NIVEN","John Brown","Mr","Male","30","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/j-mcgregor.html","NA",0
"NOFAL","Mansouer","Mr","Male","20","3rd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/mansouer-nofal.html","7.23",0
"NOON","John Thomas","Mr","Male","42","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/john-noon.html","NA",0
"NORMAN","Robert Douglas","Mr","Male","27","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/robert-douglas-norman.html","13.50",0
"NORRIS","James","Mr","Male","22","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/j-norris.html","NA",0
"NOSS","Bertram Arthur","Mr","Male","20","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/bertram-arthur-noss.html","NA",0
"NOSWORTHY","Richard Cater","Mr","Male","21","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/richard-cater-nosworthy.html","7.80",0
"NYSVEEN","Johannes Hansen","Mr","Male","60","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/johan-hansen-nysveen.html","6.24",0
"O'BRIEN","Denis","Mr","Male","22","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/denis-obrien.html","7.83",0
"O'BRIEN","Thomas","Mr","Male","26","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/thomas-obrien.html","15.50",0
"O'CONNELL","Patrick Denis","Mr","Male","18","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/patrick-denis-oconnell.html","7.73",0
"O'CONNOR","Maurice","Mr","Male","15","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/maurice-oconnor.html","7.75",0
"O'CONNOR","Patrick","Mr","Male","23","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/patrick-oconnor.html","7.75",0
"O'CONNOR","Thomas Peter","Mr","Male","44","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/thomas-peter-oconnor.html","NA",0
"O'KEEFE","Arthur","Mr","Male","44","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/arthur-keefe.html","7.25",0
"O'LOUGHLIN","William Francis Norman","Dr","Male","62","Deck Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/william-francis-norman-oloughlin.html","NA",0
"O'SULLIVAN","Bridget Mary","Miss","Female","21","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/bridget-mary-osullivan.html","7.63",0
"ÖDAHL","Nils Martin","Mr","Male","23","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/nils-martin-odahl.html","9.22",0
"OLIVE","Charles","Mr","Male","31","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/charles-olive.html","NA",0
"OLIVE","Ernest Roskelly","Mr","Male","27","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ernest-roskelly-olive.html","NA",0
"OLSEN","Karl Siegwart Andreas","Mr","Male","42","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/karl-siegwart-andreas-olsen.html","8.40",0
"OLSEN","Henry Margido","Mr","Male","28","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/henry-margido-olsen.html","22.52",0
"OLSEN","Ole Martin","Mr","Male","27","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ole-martin-olsen.html","7.31",0
"OLSSON","Nils Johan Göransson","Mr","Male","28","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/nils-johan-goransson-olsson.html","7.85",0
"OLSSON","Elida","Miss","Female","31","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/elida-olsson.html","7.85",0
"OLSVIGEN","Thor Anderson","Mr","Male","20","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/thor-anderson-olsvigen.html","9.22",0
"OREŠKOVIĆ","Luka","Mr","Male","20","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/luka-oreskovic.html","8.66",0
"OREŠKOVIĆ","Jelka","Miss","Female","30","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/jelka-oreskovic.html","8.66",0
"OREŠKOVIĆ","Marija","Miss","Female","19","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/marija-oreskovic.html","8.66",0
"ORPET","Walter Hayward","Mr","Male","31","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/walter-hayward-orpet.html","NA",0
"ORR","James","Mr","Male","39","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/j-orr.html","NA",0
"OSBORNE","William Edward","Mr","Male","33","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/william-edward-osborne.html","NA",0
"OSÉN","Olaf Elon","Mr","Male","16","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/olaf-elon-osen.html","9.22",0
"OTTER","Richard","Mr","Male","38","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/richard-otter.html","13.00",0
"OVIÉS Y RODRÍGUEZ","Servando José Florentino","Mr","Male","36","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/servando-jose-florentino-ovies-y-rodriguez.html","27.72",0
"OWEN","Lewis","Mr","Male","49","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/lewis-owen.html","NA",0
"PACEY","Reginald lvan","Mr","Male","17","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/reginald-lvan-pacey.html","NA",0
"PACHERA","Jean Baptiste Stanislas","Sig.",NA,"19","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/jean-baptiste-stanislas-pachera.html","NA",0
"PAICE","Richard Charles John","Mr","Male","32","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/richard-charles-john-paice.html","NA",0
"PAIN","Alfred","Dr","Male","23","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/alfred-pain.html","10.50",0
"PAINTER","Charles","Mr","Male","32","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/charles-painter.html","NA",0
"PAINTER","Frank","Mr","Male","28","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/frank-painter.html","NA",0
"PAINTIN","James Arthur","Mr","Male","29","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/james-arthur-paintin.html","NA",0
"PALLES","Thomas Henry Michael","Mr","Male","45","Engineering Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/thomas-palles.html","NA",0
"PÅLSSON","Alma Cornelia","Mrs","Male","29","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/alma-cornelia-palsson.html","21.07",0
"PÅLSSON","Gösta Leonard","Master",NA,"2","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/gosta-leonard-palsson.html","21.07",0
"PÅLSSON","Paul Folke","Master",NA,"6","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/paul-folke-palsson.html","21.07",0
"PÅLSSON","Stina Viola","Miss","Female","3","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/stina-viola-palsson.html","21.07",0
"PÅLSSON","Torborg Danira","Miss","Female","8","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/torborg-danira-palsson.html","21.07",0
"PANULA","Maija Emelia Abrahamintytar","Mrs","Male","41","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/maija-emelia-abrahamintytar-panula.html","39.69",0
"PANULA","Jaako Arnold","Master",NA,"15","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/jaako-arnold-panula.html","39.69",0
"PANULA","Ernesti Arvid","Mr","Male","16","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ernesti-arvid-panula.html","39.69",0
"PANULA","Juha Niilo","Master",NA,"7","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/juha-niilo-panula.html","39.69",0
"PANULA","Urho Abraham","Master",NA,"2","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/urho-abraham-panula.html","39.69",0
"PANULA","Eino Viljam","Master",NA,"1","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/eino-viljam-panula.html","39.69",0
"PARKER","Clifford Richard","Mr","Male","17","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/clifford-richard-parker.html","10.50",0
"PARKES","Francis","Mr","Male","21","2nd Class Passenger","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/frank-parkes.html","NA",0
"PARR","William Henry Marsh","Mr","Male","29","1st Class Passenger","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/william-henry-marsh-parr.html","NA",0
"PARSONS","Frank Alfred","Mr","Male","26","Engineering Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/frank-alfred-parsons.html","NA",0
"PARSONS","Edward","Mr","Male","37","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/edward-parsons.html","NA",0
"PARSONS","Richard Henry","Mr","Male","18","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/richard-parsons.html","NA",0
"PARTNER","Austin","Mr","Male","40","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/austin-partner.html","28.50",0
"PASIC","Jakob","Mr","Male","21","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/jakob-pasic.html","8.66",0
"PATCHETT","George","Mr","Male","18","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/george-patchett.html","14.50",0
"PAVLOVIĆ","Stefo","Mr","Male","32","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/stefo-pavlovic.html","7.90",0
"PAYNE","Vivian Ponsonby","Mr","Male","23","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/vivian-ponsonby-payne.html","93.50",0
"PEACOCK","Edith","Mrs","Male","26","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/edith-peacock.html","13.78",0
"PEACOCK","Albert Edward","Master",NA,"0.0486111111111111","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/albert-edward-peacock.html","13.78",0
"PEACOCK","Treasteall","Miss","Female","4","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/treasteall-peacock.html","13.78",0
"PEARCE","Ernest","Mr","Male","31","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ernest-pearce.html","NA",0
"PEARCE","Alfred Ernest","Mr","Male","24","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/alfred-emest-pearce.html","NA",0
"PEARS","Thomas","Mr","Male","29","1st Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/thomas-pears.html","66.60",0
"PEDERSEN","Olaf","Mr","Male","28","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/olaf-pedersen.html","7.78",0
"PEDRINI","Alessandro","Sig.",NA,"21","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/alessandro-pedrini.html","NA",0
"PEDUZZI","Joseph","Mr","Male","24","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/joseph-peduzzi.html","8.05",0
"PEKONIEMI","Edvard","Mr","Male","21","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/edvard-pekoniemi.html","7.93",0
"PELTOMÄKI","Nikolai Johannes","Mr","Male","25","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/nikolai-johannes-peltomaki.html","7.93",0
"PEÑASCO Y CASTELLANA","Victor","Mr","Male","24","1st Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/victor-penasco.html","108.90",0
"PENGELLY","Frederick William","Mr","Male","19","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/frederick-pengelly.html","10.50",0
"PENNAL","Thomas Frederick Cohen","Mr","Male","34","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/thomas-pennal.html","NA",0
"PENNY","William Farr","Mr","Male","31","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-farr-penny.html","NA",0
"PENROSE","John Poole","Mr","Male","49","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/john-poole-penrose.html","NA",0
"PERACCHIO","Alberto","Sig.",NA,"20","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/alberto-peracchio.html","NA",0
"PERACCHIO","Sebastiano","Sig.",NA,"17","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/sebastiano-peracchio.html","NA",0
"PERKIN","John Henry","Mr","Male","23","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/john-henry-perkin.html","7.25",0
"PERKINS","Laurence Alexander","Mr","Male","22","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/laurence-alexander-perkins.html","NA",0
"PERNOT","René","Mr","Male","39","2nd Class Passenger","Cherbourg","https://www.encyclopedia-titanica.org//titanic-victim/rene-pernot.html","15.05",0
"PEROTTI","Alfonso","Mr","Male","20","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/alfonso-perotti.html","NA",0
"PERREN","William Charles","Mr","Male","47","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-charles-perren.html","NA",0
"PERRITON","Hubert Prouse","Mr","Male","32","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/hubert-prouse-perriton.html","NA",0
"PERRY","Henry Frederick","Mr","Male","23","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/henry-perry.html","NA",0
"PERUSCHITZ","Josef","Fr",NA,"41","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/josef-peruschitz.html","13.00",0
"PETERANEC KRAMARIĆ","Mathilda","Mrs","Male","28","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/matilda-petranec.html","7.90",0
"PETERS","Catherine","Miss","Female","27","3rd Class Passenger","Queenstown","https://www.encyclopedia-titanica.org//titanic-victim/katie-peters.html","8.14",0
"PETERSEN","Marius","Mr","Male","24","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/marius-petersen.html","8.05",0
"PETROFF","Nedialco","Mr","Male","19","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/nedialco-petroff.html","7.90",0
"PETROFF","Pastcho","Mr","Male","29","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/pastcho-petroff.html","7.90",0
"PETTERSSON","Johan Emil","Mr","Male","25","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/johan-emil-pettersson.html","7.78",0
"PETTERSSON","Elin Natalia","Miss","Female","18","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/ellen-natalia-pettersson.html","7.78",0
"PETTY","Edwin Henry","Mr","Male","25","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/edwin-henry-petty.html","NA",0
"PHILLIPS","Escott Robert","Mr","Male","43","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/escott-phillips.html","21.00",0
"PHILLIPS","George","Mr","Male","27","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/george-phillips.html","NA",0
"PHILLIPS","John George","Mr","Male","25","Victualling Crew","Belfast","https://www.encyclopedia-titanica.org//titanic-victim/jack-phillips.html","NA",0
"PHILLIPS","Walter John","Mr","Male","36","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/walter-john-phillips.html","NA",0
"PIATTI","Louis","Sig.",NA,"17","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/louis-piatti.html","NA",0
"PIAZZA","Pompeo Gaspro","Sig.",NA,"33","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/pompeo-piazza.html","NA",0
"PITFIELD","William James","Mr","Male","25","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/william-james-pitfield.html","NA",0
"PLATT","Wilfred George","Mr","Male","17","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/w-platt.html","NA",0
"PLOTCHARSKY","Vasil","Mr","Male","27","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/vasil-plotcharsky.html","7.90",0
"POCRNIĆ","Mate","Mr","Male","17","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/mate-pokrnic.html","8.66",0
"POCRNIĆ","Tome","Mr","Male","24","3rd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/tome-pokrnic.html","8.66",0
"POGGI","Emilio","Sig.",NA,"28","Restaurant Staff","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/emilio-poggi.html","NA",0
"POND","George","Mr","Male","32","Engineering Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/george-pond.html","NA",0
"PONESELL","Martin","Mr","Male","24","2nd Class Passenger","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/martin-ponesell.html","13.00",0
"POOK","Percy Robert","Mr","Male","36","Victualling Crew","Southampton","https://www.encyclopedia-titanica.org//titanic-victim/percy-pook.html","NA",0
